ID_Tempo;Cod_Tempo;Data;Numero_Dia_Semana;Numero_Mes;Numero_Ano;Nome_Mes;Numero_Trimestre;Nome_Trimestre;Numero_Semestre;Nome_Semestre
35;20130204;2013-02-03;2;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
36;20130205;2013-02-04;3;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
37;20130206;2013-02-05;4;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
38;20130207;2013-02-06;5;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
39;20130208;2013-02-07;6;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
40;20130209;2013-02-08;7;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
41;20130210;2013-02-09;1;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
42;20130211;2013-02-10;2;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
43;20130212;2013-02-11;3;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
44;20130213;2013-02-12;4;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
45;20130214;2013-02-13;5;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
46;20130215;2013-02-14;6;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
47;20130216;2013-02-15;7;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
48;20130217;2013-02-16;1;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
49;20130218;2013-02-17;2;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
50;20130219;2013-02-18;3;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
51;20130220;2013-02-19;4;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
52;20130221;2013-02-20;5;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
53;20130222;2013-02-21;6;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
54;20130223;2013-02-22;7;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
55;20130224;2013-02-23;1;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
56;20130225;2013-02-24;2;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
57;20130226;2013-02-25;3;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
58;20130227;2013-02-26;4;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
59;20130228;2013-02-27;5;2;2013;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
60;20130301;2013-02-28;6;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
61;20130302;2013-03-01;7;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
62;20130303;2013-03-02;1;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
63;20130304;2013-03-03;2;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
64;20130305;2013-03-04;3;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
65;20130306;2013-03-05;4;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
66;20130307;2013-03-06;5;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
67;20130308;2013-03-07;6;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
68;20130309;2013-03-08;7;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
69;20130310;2013-03-09;1;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
70;20130311;2013-03-10;2;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
71;20130312;2013-03-11;3;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
72;20130313;2013-03-12;4;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
73;20130314;2013-03-13;5;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
74;20130315;2013-03-14;6;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
75;20130316;2013-03-15;7;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
76;20130317;2013-03-16;1;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
77;20130318;2013-03-17;2;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
78;20130319;2013-03-18;3;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
79;20130320;2013-03-19;4;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
80;20130321;2013-03-20;5;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
81;20130322;2013-03-21;6;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
82;20130323;2013-03-22;7;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
83;20130324;2013-03-23;1;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
84;20130325;2013-03-24;2;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
85;20130326;2013-03-25;3;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
86;20130327;2013-03-26;4;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
87;20130328;2013-03-27;5;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
88;20130329;2013-03-28;6;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
89;20130330;2013-03-29;7;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
90;20130331;2013-03-30;1;3;2013;Março;1;Primeiro Trimestre;1;Primeiro Semestre
91;20130401;2013-03-31;2;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
92;20130402;2013-04-01;3;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
93;20130403;2013-04-02;4;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
94;20130404;2013-04-03;5;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
95;20130405;2013-04-04;6;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
96;20130406;2013-04-05;7;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
97;20130407;2013-04-06;1;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
98;20130408;2013-04-07;2;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
99;20130409;2013-04-08;3;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
100;20130410;2013-04-09;4;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
101;20130411;2013-04-10;5;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
102;20130412;2013-04-11;6;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
103;20130413;2013-04-12;7;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
104;20130414;2013-04-13;1;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
105;20130415;2013-04-14;2;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
106;20130416;2013-04-15;3;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
107;20130417;2013-04-16;4;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
108;20130418;2013-04-17;5;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
109;20130419;2013-04-18;6;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
110;20130420;2013-04-19;7;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
111;20130421;2013-04-20;1;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
112;20130422;2013-04-21;2;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
113;20130423;2013-04-22;3;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
114;20130424;2013-04-23;4;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
115;20130425;2013-04-24;5;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
116;20130426;2013-04-25;6;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
117;20130427;2013-04-26;7;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
118;20130428;2013-04-27;1;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
119;20130429;2013-04-28;2;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
120;20130430;2013-04-29;3;4;2013;Abril;2;Segundo Trimestre;1;Primeiro Semestre
121;20130501;2013-04-30;4;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
122;20130502;2013-05-01;5;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
123;20130503;2013-05-02;6;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
124;20130504;2013-05-03;7;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
125;20130505;2013-05-04;1;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
126;20130506;2013-05-05;2;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
127;20130507;2013-05-06;3;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
128;20130508;2013-05-07;4;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
129;20130509;2013-05-08;5;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
130;20130510;2013-05-09;6;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
131;20130511;2013-05-10;7;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
132;20130512;2013-05-11;1;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
133;20130513;2013-05-12;2;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
134;20130514;2013-05-13;3;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
135;20130515;2013-05-14;4;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
136;20130516;2013-05-15;5;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
137;20130517;2013-05-16;6;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
138;20130518;2013-05-17;7;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
139;20130519;2013-05-18;1;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
140;20130520;2013-05-19;2;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
141;20130521;2013-05-20;3;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
142;20130522;2013-05-21;4;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
143;20130523;2013-05-22;5;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
144;20130524;2013-05-23;6;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
145;20130525;2013-05-24;7;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
146;20130526;2013-05-25;1;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
147;20130527;2013-05-26;2;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
148;20130528;2013-05-27;3;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
149;20130529;2013-05-28;4;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
150;20130530;2013-05-29;5;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
151;20130531;2013-05-30;6;5;2013;Maio;2;Segundo Trimestre;1;Primeiro Semestre
152;20130601;2013-05-31;7;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
153;20130602;2013-06-01;1;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
154;20130603;2013-06-02;2;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
155;20130604;2013-06-03;3;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
156;20130605;2013-06-04;4;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
157;20130606;2013-06-05;5;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
158;20130607;2013-06-06;6;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
159;20130608;2013-06-07;7;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
160;20130609;2013-06-08;1;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
161;20130610;2013-06-09;2;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
162;20130611;2013-06-10;3;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
163;20130612;2013-06-11;4;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
164;20130613;2013-06-12;5;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
165;20130614;2013-06-13;6;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
166;20130615;2013-06-14;7;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
167;20130616;2013-06-15;1;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
168;20130617;2013-06-16;2;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
169;20130618;2013-06-17;3;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
170;20130619;2013-06-18;4;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
171;20130620;2013-06-19;5;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
172;20130621;2013-06-20;6;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
173;20130622;2013-06-21;7;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
174;20130623;2013-06-22;1;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
175;20130624;2013-06-23;2;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
176;20130625;2013-06-24;3;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
177;20130626;2013-06-25;4;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
178;20130627;2013-06-26;5;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
179;20130628;2013-06-27;6;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
180;20130629;2013-06-28;7;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
181;20130630;2013-06-29;1;6;2013;Junho;2;Segundo Trimestre;1;Primeiro Semestre
182;20130701;2013-06-30;2;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
183;20130702;2013-07-01;3;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
184;20130703;2013-07-02;4;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
185;20130704;2013-07-03;5;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
186;20130705;2013-07-04;6;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
187;20130706;2013-07-05;7;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
188;20130707;2013-07-06;1;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
189;20130708;2013-07-07;2;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
190;20130709;2013-07-08;3;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
191;20130710;2013-07-09;4;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
192;20130711;2013-07-10;5;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
193;20130712;2013-07-11;6;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
194;20130713;2013-07-12;7;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
195;20130714;2013-07-13;1;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
196;20130715;2013-07-14;2;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
197;20130716;2013-07-15;3;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
198;20130717;2013-07-16;4;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
199;20130718;2013-07-17;5;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
200;20130719;2013-07-18;6;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
201;20130720;2013-07-19;7;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
202;20130721;2013-07-20;1;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
203;20130722;2013-07-21;2;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
204;20130723;2013-07-22;3;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
205;20130724;2013-07-23;4;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
206;20130725;2013-07-24;5;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
207;20130726;2013-07-25;6;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
208;20130727;2013-07-26;7;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
209;20130728;2013-07-27;1;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
210;20130729;2013-07-28;2;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
211;20130730;2013-07-29;3;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
212;20130731;2013-07-30;4;7;2013;Julho;3;Terceiro Trimestre;2;Segundo Semestre
213;20130801;2013-07-31;5;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
214;20130802;2013-08-01;6;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
215;20130803;2013-08-02;7;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
216;20130804;2013-08-03;1;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
217;20130805;2013-08-04;2;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
218;20130806;2013-08-05;3;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
219;20130807;2013-08-06;4;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
220;20130808;2013-08-07;5;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
221;20130809;2013-08-08;6;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
222;20130810;2013-08-09;7;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
223;20130811;2013-08-10;1;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
224;20130812;2013-08-11;2;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
225;20130813;2013-08-12;3;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
226;20130814;2013-08-13;4;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
227;20130815;2013-08-14;5;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
228;20130816;2013-08-15;6;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
229;20130817;2013-08-16;7;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
230;20130818;2013-08-17;1;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
231;20130819;2013-08-18;2;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
232;20130820;2013-08-19;3;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
233;20130821;2013-08-20;4;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
234;20130822;2013-08-21;5;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
235;20130823;2013-08-22;6;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
236;20130824;2013-08-23;7;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
237;20130825;2013-08-24;1;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
238;20130826;2013-08-25;2;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
239;20130827;2013-08-26;3;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
240;20130828;2013-08-27;4;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
241;20130829;2013-08-28;5;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
242;20130830;2013-08-29;6;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
243;20130831;2013-08-30;7;8;2013;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
244;20130901;2013-08-31;1;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
245;20130902;2013-09-01;2;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
246;20130903;2013-09-02;3;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
247;20130904;2013-09-03;4;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
248;20130905;2013-09-04;5;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
249;20130906;2013-09-05;6;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
250;20130907;2013-09-06;7;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
251;20130908;2013-09-07;1;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
252;20130909;2013-09-08;2;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
253;20130910;2013-09-09;3;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
254;20130911;2013-09-10;4;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
255;20130912;2013-09-11;5;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
256;20130913;2013-09-12;6;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
257;20130914;2013-09-13;7;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
258;20130915;2013-09-14;1;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
259;20130916;2013-09-15;2;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
260;20130917;2013-09-16;3;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
261;20130918;2013-09-17;4;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
262;20130919;2013-09-18;5;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
263;20130920;2013-09-19;6;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
264;20130921;2013-09-20;7;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
265;20130922;2013-09-21;1;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
266;20130923;2013-09-22;2;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
267;20130924;2013-09-23;3;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
268;20130925;2013-09-24;4;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
269;20130926;2013-09-25;5;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
270;20130927;2013-09-26;6;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
271;20130928;2013-09-27;7;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
272;20130929;2013-09-28;1;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
273;20130930;2013-09-29;2;9;2013;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
274;20131001;2013-09-30;3;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
275;20131002;2013-10-01;4;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
276;20131003;2013-10-02;5;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
277;20131004;2013-10-03;6;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
278;20131005;2013-10-04;7;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
279;20131006;2013-10-05;1;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
280;20131007;2013-10-06;2;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
281;20131008;2013-10-07;3;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
282;20131009;2013-10-08;4;10;2013;Outubro;4;Quarto Trimestre;2;Segundo Semestre
